text,label
Billing error: card declined but charged.,billing_issue
Recommended setup for dashboard.,general_inquiry
Where to find 2023-01?,general_inquiry
Subscription not renewing properly.,billing_issue
Demo request.,general_inquiry
No receipt after purchase.,billing_issue
Would love a old@example.com button.,feature_request
Cannot login: invalid credentials.,account_problem
Images not loading in $10.,bug
App freezes on login. Please help.,bug
Charged twice for old@example.com. Refund?,billing_issue
Account suspended without reason.,account_problem
Data not saving properly after search.,bug
Demo request.,general_inquiry
Shortcut keys for users.,feature_request
Can we add support for query test?,feature_request
What is the price for 404?,general_inquiry
Data not saving properly after 2023-01.,bug
Access denied to users.,account_problem
Please add export to PDF.,feature_request
Error Android when opening iOS.,bug
Can we add support for 500?,feature_request
Please implement Google like in competitors.,feature_request
What is the price for 500?,general_inquiry
Account suspended without reason.,account_problem
Access denied to $20.,account_problem
Login fails with error users.,bug
Cannot login: invalid credentials.,account_problem
Change email from search to profile.,account_problem
What is the price for basic?,general_inquiry
Images not loading in iOS.,bug
Merge accounts Slack and Google.,account_problem
Please implement users like in competitors.,feature_request
Feature idea: auto-old@example.com.,feature_request
Images not loading in email.,bug
Data not saving properly after email.,bug
Payment not recognized for 12345.,billing_issue
Delete my account please.,account_problem
Please implement PDF like in competitors.,feature_request
What is the price for $10?,general_inquiry
Recommended setup for $10.,general_inquiry
Where is my invoice for new@example.com?,billing_issue
Billing error: card declined but charged.,billing_issue
Delete my account please.,account_problem
Cancel subscription failed.,billing_issue
Shortcut keys for old@example.com.,feature_request
Two-factor auth broken.,account_problem
Where is my invoice for web?,billing_issue
Where to find login?,general_inquiry
UI is broken on query test. Can you fix?,bug
Would love a login button.,feature_request
No receipt after purchase.,billing_issue
Demo request.,general_inquiry
Images not loading in CSV.,bug
What is the price for Feb?,general_inquiry
Privacy policy question.,general_inquiry
Please implement dashboard like in competitors.,feature_request
Add integration with login.,feature_request
Status of my ticket PDF.,general_inquiry
Change email from profile to dashboard.,account_problem
Two-factor auth broken.,account_problem
Add integration with Slack.,feature_request
Recommended setup for PDF.,general_inquiry
Upgrade to new@example.com but still on old.,billing_issue
Please add export to query test.,feature_request
Where is my invoice for save?,billing_issue
Upgrade to Jan but still on old.,billing_issue
What is the price for Jan?,general_inquiry
UI is broken on old@example.com. Can you fix?,bug
Login fails with error $10.,bug
query test button does nothing.,bug
Images not loading in login.,bug
Profile pic not updating.,account_problem
Privacy policy question.,general_inquiry
Cannot login: invalid credentials.,account_problem
Merge accounts users and export.,account_problem
Feature idea: auto-12345.,feature_request
Privacy policy question.,general_inquiry
Is iOS available?,general_inquiry
Please add export to $10.,feature_request
No receipt after purchase.,billing_issue
Slow performance during old@example.com.,bug
Search returns wrong results for export.,bug
Can we add support for 12345?,feature_request
What is the price for 404?,general_inquiry
Request: dark mode for export.,feature_request
Feature idea: auto-12345.,feature_request
Multi-language support for profile?,feature_request
Add integration with save.,feature_request
Subscription not renewing properly.,billing_issue
Charged twice for profile. Refund?,billing_issue
"Forgot password, reset not working.",account_problem
Error $10 when opening Feb.,bug
Demo request.,general_inquiry
Multi-language support for users?,feature_request
What is the price for users?,general_inquiry
Contact sales for enterprise.,general_inquiry
Need option to PDF in bulk.,feature_request
Where is my invoice for PDF?,billing_issue
Status of my ticket CSV.,general_inquiry
App freezes on web. Please help.,bug
Error basic when opening premium.,bug
Data not saving properly after export.,bug
No receipt after purchase.,billing_issue
$20 button does nothing.,bug
Recommended setup for profile.,general_inquiry
How do I profile?,general_inquiry
Slow performance during users.,bug
Profile pic not updating.,account_problem
Contact sales for enterprise.,general_inquiry
Change email from $10 to $20.,account_problem
Please add export to users.,feature_request
Would love a old@example.com button.,feature_request
What is the price for email?,general_inquiry
Images not loading in $10.,bug
Feature idea: auto-web.,feature_request
Merge accounts email and Slack.,account_problem
UI is broken on 2023-01. Can you fix?,bug
Charged twice for dashboard. Refund?,billing_issue
Access denied to dashboard.,account_problem
Feature idea: auto-Android.,feature_request
UI is broken on app. Can you fix?,bug
Need option to premium in bulk.,feature_request
Images not loading in 67890.,bug
Billing error: card declined but charged.,billing_issue
Status of my ticket new@example.com.,general_inquiry
Dispute charge of dashboard.,billing_issue
Would love a save button.,feature_request
Cannot login: invalid credentials.,account_problem
"Forgot password, reset not working.",account_problem
No receipt after purchase.,billing_issue
Shortcut keys for Jan.,feature_request
Payment not recognized for save.,billing_issue
Overcharged by Jan on Feb.,billing_issue
Error PDF when opening export.,bug
Recommended setup for users.,general_inquiry
Please implement save like in competitors.,feature_request
Billing error: card declined but charged.,billing_issue
Overcharged by 404 on 500.,billing_issue
Charged twice for query test. Refund?,billing_issue
What is the price for app?,general_inquiry
Please add export to Slack.,feature_request
Recommended setup for save.,general_inquiry
Add integration with premium.,feature_request
Subscription not renewing properly.,billing_issue
Merge accounts app and web.,account_problem
Overcharged by basic on query test.,billing_issue
Multi-language support for search?,feature_request
Data not saving properly after Google.,bug
Change email from 404 to 500.,account_problem
Demo request.,general_inquiry
Cannot login: invalid credentials.,account_problem
Add integration with Feb.,feature_request
Feedback on export.,general_inquiry
How do I old@example.com?,general_inquiry
Data not saving properly after Jan.,bug
Images not loading in CSV.,bug
Demo request.,general_inquiry
Is $10 available?,general_inquiry
Images not loading in premium.,bug
Need option to $20 in bulk.,feature_request
Multi-language support for new@example.com?,feature_request
Access denied to 500.,account_problem
Privacy policy question.,general_inquiry
Upgrade to query test but still on old.,billing_issue
Verify phone number issue.,account_problem
Overcharged by web on Jan.,billing_issue
Slow performance during export.,bug
Is dashboard available?,general_inquiry
Cannot login: invalid credentials.,account_problem
Cancel subscription failed.,billing_issue
Demo request.,general_inquiry
Cannot login: invalid credentials.,account_problem
Add integration with app.,feature_request
Payment not recognized for export.,billing_issue
Login fails with error 67890.,bug
What is the price for users?,general_inquiry
Request: dark mode for premium.,feature_request
Login fails with error new@example.com.,bug
Please implement $10 like in competitors.,feature_request
Status of my ticket premium.,general_inquiry
Subscription not renewing properly.,billing_issue
Cannot login: invalid credentials.,account_problem
Please implement login like in competitors.,feature_request
"Forgot password, reset not working.",account_problem
Billing error: card declined but charged.,billing_issue
Feature idea: auto-app.,feature_request
Account suspended without reason.,account_problem
Contact sales for enterprise.,general_inquiry
Login fails with error search.,bug
Request: dark mode for $20.,feature_request
Where to find basic?,general_inquiry
Need option to PDF in bulk.,feature_request
Change email from search to profile.,account_problem
Contact sales for enterprise.,general_inquiry
The app crashes when I try to 500.,bug
Merge accounts $10 and $20.,account_problem
Multi-language support for $10?,feature_request
Charged twice for Jan. Refund?,billing_issue
Request: dark mode for 2023-01.,feature_request
Payment not recognized for basic.,billing_issue
Shortcut keys for export.,feature_request
Merge accounts dashboard and 404.,account_problem
Verify phone number issue.,account_problem
Please add export to query test.,feature_request
Change email from Google to app.,account_problem
Cannot login: invalid credentials.,account_problem
Overcharged by 67890 on premium.,billing_issue
Need option to login in bulk.,feature_request
How do I Jan?,general_inquiry
Would love a Jan button.,feature_request
Please add export to PDF.,feature_request
Feature idea: auto-users.,feature_request
Demo request.,general_inquiry
Status of my ticket web.,general_inquiry
Privacy policy question.,general_inquiry
Overcharged by PDF on CSV.,billing_issue
Add integration with iOS.,feature_request
Dispute charge of users.,billing_issue
The app crashes when I try to CSV.,bug
Login fails with error export.,bug
How do I new@example.com?,general_inquiry
Cancel subscription failed.,billing_issue
Delete my account please.,account_problem
Feature idea: auto-dashboard.,feature_request
Please add export to app.,feature_request
Images not loading in Feb.,bug
Dispute charge of Jan.,billing_issue
Merge accounts CSV and email.,account_problem
Slow performance during web.,bug
Verify phone number issue.,account_problem
Delete my account please.,account_problem
Images not loading in basic.,bug
Can we add support for 404?,feature_request
"Forgot password, reset not working.",account_problem
Multi-language support for 2023-01?,feature_request
Search returns wrong results for save.,bug
Add integration with Google.,feature_request
Please implement premium like in competitors.,feature_request
Data not saving properly after export.,bug
Need option to new@example.com in bulk.,feature_request
Status of my ticket login.,general_inquiry
Search returns wrong results for query test.,bug
Data not saving properly after save.,bug
Overcharged by Slack on Google.,billing_issue
Subscription not renewing properly.,billing_issue
Subscription not renewing properly.,billing_issue
Privacy policy question.,general_inquiry
Search returns wrong results for query test.,bug
Error iOS when opening save.,bug
UI is broken on Android. Can you fix?,bug
Slow performance during query test.,bug
Please add export to Jan.,feature_request
Please implement export like in competitors.,feature_request
Billing error: card declined but charged.,billing_issue
Merge accounts 500 and users.,account_problem
Contact sales for enterprise.,general_inquiry
App freezes on 404. Please help.,bug
App freezes on 500. Please help.,bug
Request: dark mode for 67890.,feature_request
Request: dark mode for 67890.,feature_request
Need option to 404 in bulk.,feature_request
Upgrade to query test but still on old.,billing_issue
Verify phone number issue.,account_problem
UI is broken on web. Can you fix?,bug
Feature idea: auto-basic.,feature_request
Login fails with error Feb.,bug
How do I premium?,general_inquiry
How do I 67890?,general_inquiry
Feedback on query test.,general_inquiry
Slow performance during 12345.,bug
How do I $20?,general_inquiry
Images not loading in 12345.,bug
Upgrade to users but still on old.,billing_issue
Please implement PDF like in competitors.,feature_request
Add integration with Google.,feature_request
Please implement export like in competitors.,feature_request
Contact sales for enterprise.,general_inquiry
Contact sales for enterprise.,general_inquiry
Request: dark mode for premium.,feature_request
Data not saving properly after login.,bug
Shortcut keys for basic.,feature_request
What is the price for Google?,general_inquiry
Please add export to email.,feature_request
500 button does nothing.,bug
Demo request.,general_inquiry
No receipt after purchase.,billing_issue
Login fails with error $20.,bug
Data not saving properly after Feb.,bug
Contact sales for enterprise.,general_inquiry
Payment not recognized for login.,billing_issue
Slow performance during export.,bug
Profile pic not updating.,account_problem
Privacy policy question.,general_inquiry
Add integration with 67890.,feature_request
Overcharged by app on web.,billing_issue
Add integration with old@example.com.,feature_request
Verify phone number issue.,account_problem
Contact sales for enterprise.,general_inquiry
What is the price for old@example.com?,general_inquiry
The app crashes when I try to 404.,bug
Subscription not renewing properly.,billing_issue
Delete my account please.,account_problem
What is the price for iOS?,general_inquiry
Privacy policy question.,general_inquiry
Please implement 404 like in competitors.,feature_request
Change email from web to Jan.,account_problem
export button does nothing.,bug
"Forgot password, reset not working.",account_problem
Two-factor auth broken.,account_problem
Need option to new@example.com in bulk.,feature_request
Change email from web to Jan.,account_problem
Error users when opening 500.,bug
Privacy policy question.,general_inquiry
Subscription not renewing properly.,billing_issue
Billing error: card declined but charged.,billing_issue
Feature idea: auto-iOS.,feature_request
Profile pic not updating.,account_problem
Error save when opening login.,bug
Change email from email to Slack.,account_problem
Demo request.,general_inquiry
Dispute charge of 404.,billing_issue
How do I old@example.com?,general_inquiry
Payment not recognized for email.,billing_issue
Cancel subscription failed.,billing_issue
Images not loading in new@example.com.,bug
Images not loading in 12345.,bug
Images not loading in new@example.com.,bug
The app crashes when I try to new@example.com.,bug
Privacy policy question.,general_inquiry
Overcharged by export on PDF.,billing_issue
Profile pic not updating.,account_problem
Verify phone number issue.,account_problem
Access denied to 404.,account_problem
Login fails with error CSV.,bug
"Forgot password, reset not working.",account_problem
Login fails with error app.,bug
Cannot login: invalid credentials.,account_problem
Status of my ticket Google.,general_inquiry
Multi-language support for email?,feature_request
Dispute charge of dashboard.,billing_issue
Payment not recognized for profile.,billing_issue
Demo request.,general_inquiry
Cannot login: invalid credentials.,account_problem
Delete my account please.,account_problem
Two-factor auth broken.,account_problem
What is the price for 12345?,general_inquiry
Contact sales for enterprise.,general_inquiry
Shortcut keys for 67890.,feature_request
Where is my invoice for app?,billing_issue
Is Slack available?,general_inquiry
Profile pic not updating.,account_problem
Error 500 when opening 404.,bug
Contact sales for enterprise.,general_inquiry
Search returns wrong results for old@example.com.,bug
What is the price for Feb?,general_inquiry
The app crashes when I try to 404.,bug
No receipt after purchase.,billing_issue
Upgrade to Android but still on old.,billing_issue
Login fails with error dashboard.,bug
"Forgot password, reset not working.",account_problem
Overcharged by dashboard on 404.,billing_issue
Please implement Google like in competitors.,feature_request
Billing error: card declined but charged.,billing_issue
Is CSV available?,general_inquiry
App freezes on new@example.com. Please help.,bug
No receipt after purchase.,billing_issue
No receipt after purchase.,billing_issue
How do I profile?,general_inquiry
Where to find Jan?,general_inquiry
Delete my account please.,account_problem
Charged twice for 67890. Refund?,billing_issue
Where to find $20?,general_inquiry
Is web available?,general_inquiry
How do I CSV?,general_inquiry
Charged twice for $10. Refund?,billing_issue
Delete my account please.,account_problem
Merge accounts 2023-01 and old@example.com.,account_problem
Is 12345 available?,general_inquiry
Slow performance during users.,bug
Slow performance during Feb.,bug
Feature idea: auto-email.,feature_request
Recommended setup for app.,general_inquiry
Where is my invoice for 2023-01?,billing_issue
Access denied to save.,account_problem
"Forgot password, reset not working.",account_problem
Images not loading in 404.,bug
Data not saving properly after users.,bug
Delete my account please.,account_problem
Login fails with error save.,bug
Upgrade to 12345 but still on old.,billing_issue
Cannot login: invalid credentials.,account_problem
Merge accounts Android and search.,account_problem
Cancel subscription failed.,billing_issue
"Forgot password, reset not working.",account_problem
UI is broken on Jan. Can you fix?,bug
Can we add support for new@example.com?,feature_request
Slow performance during Slack.,bug
Contact sales for enterprise.,general_inquiry
Upgrade to users but still on old.,billing_issue
Overcharged by query test on login.,billing_issue
Can we add support for export?,feature_request
Can we add support for new@example.com?,feature_request
Recommended setup for Slack.,general_inquiry
Charged twice for Feb. Refund?,billing_issue
Multi-language support for Jan?,feature_request
Upgrade to $20 but still on old.,billing_issue
Status of my ticket $10.,general_inquiry
Feature idea: auto-PDF.,feature_request
Two-factor auth broken.,account_problem
Request: dark mode for Feb.,feature_request
Data not saving properly after CSV.,bug
Verify phone number issue.,account_problem
Privacy policy question.,general_inquiry
Where is my invoice for search?,billing_issue
Overcharged by Google on app.,billing_issue
What is the price for Slack?,general_inquiry
What is the price for search?,general_inquiry
Data not saving properly after Android.,bug
Data not saving properly after basic.,bug
Request: dark mode for PDF.,feature_request
Status of my ticket Jan.,general_inquiry
Data not saving properly after Android.,bug
Subscription not renewing properly.,billing_issue
Is 404 available?,general_inquiry
Merge accounts Slack and Google.,account_problem
Merge accounts Feb and $10.,account_problem
Please implement Jan like in competitors.,feature_request
Subscription not renewing properly.,billing_issue
The app crashes when I try to $20.,bug
Demo request.,general_inquiry
Status of my ticket query test.,general_inquiry
Cancel subscription failed.,billing_issue
Cannot login: invalid credentials.,account_problem
Two-factor auth broken.,account_problem
Merge accounts 500 and users.,account_problem
Multi-language support for export?,feature_request
Billing error: card declined but charged.,billing_issue
Where is my invoice for CSV?,billing_issue
Multi-language support for new@example.com?,feature_request
Would love a iOS button.,feature_request
Please add export to search.,feature_request
Upgrade to Google but still on old.,billing_issue
Privacy policy question.,general_inquiry
Subscription not renewing properly.,billing_issue
Please add export to search.,feature_request
Cannot login: invalid credentials.,account_problem
Where to find Android?,general_inquiry
Overcharged by users on export.,billing_issue
Access denied to save.,account_problem
Slow performance during query test.,bug
Multi-language support for 500?,feature_request
Slow performance during save.,bug
Please implement email like in competitors.,feature_request
Please implement Slack like in competitors.,feature_request
Add integration with Slack.,feature_request
Feedback on iOS.,general_inquiry
Merge accounts app and web.,account_problem
Cannot login: invalid credentials.,account_problem
Access denied to dashboard.,account_problem
UI is broken on premium. Can you fix?,bug
Access denied to $20.,account_problem
Images not loading in 12345.,bug
Recommended setup for 404.,general_inquiry
Access denied to PDF.,account_problem
Multi-language support for web?,feature_request
Multi-language support for search?,feature_request
Demo request.,general_inquiry
Status of my ticket CSV.,general_inquiry
Upgrade to PDF but still on old.,billing_issue
Data not saving properly after users.,bug
Feature idea: auto-query test.,feature_request
Cancel subscription failed.,billing_issue
How do I $10?,general_inquiry
Cannot login: invalid credentials.,account_problem
Contact sales for enterprise.,general_inquiry
Request: dark mode for search.,feature_request
Feature idea: auto-iOS.,feature_request
Request: dark mode for 12345.,feature_request
Multi-language support for export?,feature_request
Cannot login: invalid credentials.,account_problem
Subscription not renewing properly.,billing_issue
Charged twice for Jan. Refund?,billing_issue
Demo request.,general_inquiry
Recommended setup for 500.,general_inquiry
Status of my ticket basic.,general_inquiry
Recommended setup for $20.,general_inquiry
Profile pic not updating.,account_problem
Recommended setup for 500.,general_inquiry
Two-factor auth broken.,account_problem
Would love a search button.,feature_request
Is $20 available?,general_inquiry
Dispute charge of basic.,billing_issue
Dispute charge of export.,billing_issue
The app crashes when I try to app.,bug
Would love a email button.,feature_request
Multi-language support for users?,feature_request
Is 404 available?,general_inquiry
No receipt after purchase.,billing_issue
Subscription not renewing properly.,billing_issue
Demo request.,general_inquiry
Cancel subscription failed.,billing_issue
Shortcut keys for $10.,feature_request
How do I Android?,general_inquiry
Profile pic not updating.,account_problem
App freezes on dashboard. Please help.,bug
Cancel subscription failed.,billing_issue
Overcharged by web on Jan.,billing_issue
Billing error: card declined but charged.,billing_issue
Access denied to 12345.,account_problem
What is the price for search?,general_inquiry
Profile pic not updating.,account_problem
Subscription not renewing properly.,billing_issue
App freezes on search. Please help.,bug
Add integration with login.,feature_request
Can we add support for 500?,feature_request
Status of my ticket export.,general_inquiry
Account suspended without reason.,account_problem
Billing error: card declined but charged.,billing_issue
"Forgot password, reset not working.",account_problem
Login fails with error new@example.com.,bug
Account suspended without reason.,account_problem
Multi-language support for login?,feature_request
Shortcut keys for app.,feature_request
Two-factor auth broken.,account_problem
Recommended setup for dashboard.,general_inquiry
Status of my ticket Android.,general_inquiry
Upgrade to search but still on old.,billing_issue
Contact sales for enterprise.,general_inquiry
Contact sales for enterprise.,general_inquiry
Dispute charge of login.,billing_issue
Status of my ticket dashboard.,general_inquiry
Login fails with error 67890.,bug
Feature idea: auto-Slack.,feature_request
Cancel subscription failed.,billing_issue
Feature idea: auto-Feb.,feature_request
Cancel subscription failed.,billing_issue
Where is my invoice for save?,billing_issue
Data not saving properly after login.,bug
Is search available?,general_inquiry
Is web available?,general_inquiry
Merge accounts users and export.,account_problem
Change email from profile to dashboard.,account_problem
Status of my ticket email.,general_inquiry
PDF button does nothing.,bug
Delete my account please.,account_problem
Login fails with error premium.,bug
App freezes on web. Please help.,bug
Request: dark mode for export.,feature_request
Shortcut keys for iOS.,feature_request
UI is broken on search. Can you fix?,bug
Two-factor auth broken.,account_problem
Upgrade to email but still on old.,billing_issue
Merge accounts Google and app.,account_problem
500 button does nothing.,bug
Error 12345 when opening new@example.com.,bug
Error login when opening query test.,bug
Request: dark mode for iOS.,feature_request
App freezes on web. Please help.,bug
Shortcut keys for 500.,feature_request
Dispute charge of iOS.,billing_issue
Status of my ticket email.,general_inquiry
Add integration with premium.,feature_request
Please add export to iOS.,feature_request
Where is my invoice for premium?,billing_issue
No receipt after purchase.,billing_issue
Subscription not renewing properly.,billing_issue
Where to find 12345?,general_inquiry
Dispute charge of 404.,billing_issue
Demo request.,general_inquiry
Login fails with error web.,bug
Images not loading in CSV.,bug
Feature idea: auto-67890.,feature_request
The app crashes when I try to $10.,bug
Billing error: card declined but charged.,billing_issue
Status of my ticket save.,general_inquiry
Profile pic not updating.,account_problem
Slow performance during profile.,bug
Two-factor auth broken.,account_problem
Please implement Google like in competitors.,feature_request
Cannot login: invalid credentials.,account_problem
Data not saving properly after iOS.,bug
Upgrade to Feb but still on old.,billing_issue
Merge accounts Jan and Feb.,account_problem
Account suspended without reason.,account_problem
Search returns wrong results for $10.,bug
Request: dark mode for premium.,feature_request
Need option to email in bulk.,feature_request
Upgrade to email but still on old.,billing_issue
Request: dark mode for PDF.,feature_request
Add integration with old@example.com.,feature_request
Charged twice for 404. Refund?,billing_issue
Where to find Android?,general_inquiry
Is web available?,general_inquiry
Images not loading in CSV.,bug
PDF button does nothing.,bug
Payment not recognized for 2023-01.,billing_issue
Shortcut keys for 404.,feature_request
Privacy policy question.,general_inquiry
Overcharged by 12345 on 67890.,billing_issue
UI is broken on old@example.com. Can you fix?,bug
Search returns wrong results for users.,bug
Payment not recognized for old@example.com.,billing_issue
Images not loading in Google.,bug
Contact sales for enterprise.,general_inquiry
Please add export to $20.,feature_request
Overcharged by app on web.,billing_issue
Demo request.,general_inquiry
Contact sales for enterprise.,general_inquiry
Demo request.,general_inquiry
Would love a Feb button.,feature_request
Login fails with error 404.,bug
Request: dark mode for Feb.,feature_request
Upgrade to 12345 but still on old.,billing_issue
App freezes on Slack. Please help.,bug
Contact sales for enterprise.,general_inquiry
How do I 2023-01?,general_inquiry
Charged twice for Android. Refund?,billing_issue
Charged twice for $20. Refund?,billing_issue
Error iOS when opening save.,bug
Billing error: card declined but charged.,billing_issue
What is the price for dashboard?,general_inquiry
Billing error: card declined but charged.,billing_issue
Dispute charge of $10.,billing_issue
App freezes on login. Please help.,bug
Demo request.,general_inquiry
Login fails with error new@example.com.,bug
Dispute charge of save.,billing_issue
Overcharged by Slack on Google.,billing_issue
Images not loading in PDF.,bug
Demo request.,general_inquiry
Where to find profile?,general_inquiry
Cannot login: invalid credentials.,account_problem
Add integration with 404.,feature_request
Cannot login: invalid credentials.,account_problem
App freezes on basic. Please help.,bug
No receipt after purchase.,billing_issue
Subscription not renewing properly.,billing_issue
Merge accounts $20 and 2023-01.,account_problem
UI is broken on 500. Can you fix?,bug
Search returns wrong results for CSV.,bug
Is dashboard available?,general_inquiry
What is the price for login?,general_inquiry
Can we add support for web?,feature_request
Where to find users?,general_inquiry
Overcharged by login on save.,billing_issue
Slow performance during dashboard.,bug
Login fails with error $10.,bug
Dispute charge of search.,billing_issue
CSV button does nothing.,bug
Please add export to 67890.,feature_request
Merge accounts Slack and Google.,account_problem
No receipt after purchase.,billing_issue
Verify phone number issue.,account_problem
Is Android available?,general_inquiry
App freezes on web. Please help.,bug
Delete my account please.,account_problem
What is the price for Android?,general_inquiry
Please implement Feb like in competitors.,feature_request
Feature idea: auto-web.,feature_request
Profile pic not updating.,account_problem
Overcharged by users on export.,billing_issue
Where is my invoice for 2023-01?,billing_issue
Payment not recognized for users.,billing_issue
Cannot login: invalid credentials.,account_problem
What is the price for $10?,general_inquiry
Add integration with 2023-01.,feature_request
Change email from $20 to 2023-01.,account_problem
Payment not recognized for 67890.,billing_issue
Slow performance during email.,bug
How do I basic?,general_inquiry
Slow performance during Android.,bug
Shortcut keys for Jan.,feature_request
Shortcut keys for 2023-01.,feature_request
"Forgot password, reset not working.",account_problem
Add integration with users.,feature_request
How do I $10?,general_inquiry
Cannot login: invalid credentials.,account_problem
Error search when opening Android.,bug
Feedback on search.,general_inquiry
Add integration with email.,feature_request
Access denied to Android.,account_problem
Charged twice for 67890. Refund?,billing_issue
Merge accounts 500 and users.,account_problem
Access denied to Slack.,account_problem
What is the price for PDF?,general_inquiry
Would love a $20 button.,feature_request
Charged twice for export. Refund?,billing_issue
Slow performance during iOS.,bug
Cannot login: invalid credentials.,account_problem
Status of my ticket Slack.,general_inquiry
Add integration with export.,feature_request
"Forgot password, reset not working.",account_problem
Request: dark mode for new@example.com.,feature_request
Delete my account please.,account_problem
Multi-language support for $10?,feature_request
Data not saving properly after old@example.com.,bug
Subscription not renewing properly.,billing_issue
Privacy policy question.,general_inquiry
No receipt after purchase.,billing_issue
Privacy policy question.,general_inquiry
Please implement 500 like in competitors.,feature_request
Shortcut keys for 67890.,feature_request
Merge accounts 67890 and premium.,account_problem
Overcharged by Android on search.,billing_issue
Shortcut keys for 2023-01.,feature_request
Request: dark mode for email.,feature_request
Can we add support for web?,feature_request
Login fails with error Slack.,bug
Where to find iOS?,general_inquiry
Shortcut keys for 2023-01.,feature_request
Privacy policy question.,general_inquiry
The app crashes when I try to web.,bug
Login fails with error Feb.,bug
Images not loading in $10.,bug
Change email from save to iOS.,account_problem
How do I profile?,general_inquiry
Search returns wrong results for Android.,bug
Status of my ticket profile.,general_inquiry
Demo request.,general_inquiry
Overcharged by new@example.com on 12345.,billing_issue
Where is my invoice for 500?,billing_issue
Recommended setup for login.,general_inquiry
How do I web?,general_inquiry
Images not loading in search.,bug
Login fails with error dashboard.,bug
Profile pic not updating.,account_problem
Change email from CSV to email.,account_problem
Upgrade to web but still on old.,billing_issue
Feature idea: auto-new@example.com.,feature_request
Would love a old@example.com button.,feature_request
Merge accounts $20 and 2023-01.,account_problem
UI is broken on login. Can you fix?,bug
What is the price for premium?,general_inquiry
Demo request.,general_inquiry
Need option to dashboard in bulk.,feature_request
Change email from Jan to Feb.,account_problem
Subscription not renewing properly.,billing_issue
Merge accounts export and PDF.,account_problem
Feedback on save.,general_inquiry
Request: dark mode for 12345.,feature_request
The app crashes when I try to $10.,bug
Data not saving properly after search.,bug
Please add export to new@example.com.,feature_request
Overcharged by web on Jan.,billing_issue
Recommended setup for premium.,general_inquiry
Contact sales for enterprise.,general_inquiry
Dispute charge of export.,billing_issue
Is Slack available?,general_inquiry
Privacy policy question.,general_inquiry
What is the price for old@example.com?,general_inquiry
Overcharged by Feb on $10.,billing_issue
Feature idea: auto-iOS.,feature_request
Feature idea: auto-app.,feature_request
Error email when opening CSV.,bug
Delete my account please.,account_problem
Overcharged by CSV on email.,billing_issue
Demo request.,general_inquiry
The app crashes when I try to Jan.,bug
Feedback on 500.,general_inquiry
Can we add support for Google?,feature_request
Account suspended without reason.,account_problem
The app crashes when I try to $20.,bug
Upgrade to Feb but still on old.,billing_issue
Is login available?,general_inquiry
Payment not recognized for basic.,billing_issue
Images not loading in Feb.,bug
App freezes on login. Please help.,bug
Payment not recognized for export.,billing_issue
Slow performance during basic.,bug
UI is broken on Jan. Can you fix?,bug
Delete my account please.,account_problem
Profile pic not updating.,account_problem
Overcharged by search on profile.,billing_issue
Multi-language support for $10?,feature_request
Charged twice for 2023-01. Refund?,billing_issue
Delete my account please.,account_problem
Error 404 when opening dashboard.,bug
Cannot login: invalid credentials.,account_problem
Error profile when opening search.,bug
Verify phone number issue.,account_problem
Request: dark mode for 2023-01.,feature_request
Request: dark mode for profile.,feature_request
Can we add support for PDF?,feature_request
"Forgot password, reset not working.",account_problem
Feature idea: auto-500.,feature_request
Profile pic not updating.,account_problem
Upgrade to CSV but still on old.,billing_issue
Upgrade to users but still on old.,billing_issue
Profile pic not updating.,account_problem
Upgrade to Jan but still on old.,billing_issue
Contact sales for enterprise.,general_inquiry
No receipt after purchase.,billing_issue
Error Slack when opening email.,bug
Where to find basic?,general_inquiry
Change email from query test to login.,account_problem
Profile pic not updating.,account_problem
How do I 2023-01?,general_inquiry
Dispute charge of 67890.,billing_issue
Delete my account please.,account_problem
Shortcut keys for dashboard.,feature_request
Overcharged by 12345 on 67890.,billing_issue
basic button does nothing.,bug
Error $20 when opening $10.,bug
Need option to app in bulk.,feature_request
Profile pic not updating.,account_problem
Feature idea: auto-iOS.,feature_request
Payment not recognized for iOS.,billing_issue
Account suspended without reason.,account_problem
Is app available?,general_inquiry
Privacy policy question.,general_inquiry
Feature idea: auto-login.,feature_request
"Forgot password, reset not working.",account_problem
Two-factor auth broken.,account_problem
How do I save?,general_inquiry
Error web when opening app.,bug
The app crashes when I try to PDF.,bug
Add integration with old@example.com.,feature_request
Access denied to Jan.,account_problem
Payment not recognized for dashboard.,billing_issue
Request: dark mode for old@example.com.,feature_request
Subscription not renewing properly.,billing_issue
Feature idea: auto-email.,feature_request
Need option to 500 in bulk.,feature_request
Payment not recognized for app.,billing_issue
Verify phone number issue.,account_problem
Request: dark mode for old@example.com.,feature_request
Access denied to 67890.,account_problem
No receipt after purchase.,billing_issue
Add integration with 67890.,feature_request
Data not saving properly after PDF.,bug
Delete my account please.,account_problem
Demo request.,general_inquiry
query test button does nothing.,bug
Recommended setup for dashboard.,general_inquiry
Search returns wrong results for profile.,bug
Contact sales for enterprise.,general_inquiry
Verify phone number issue.,account_problem
Please add export to 2023-01.,feature_request
Where to find Feb?,general_inquiry
Charged twice for Google. Refund?,billing_issue
Add integration with search.,feature_request
Where is my invoice for $10?,billing_issue
Verify phone number issue.,account_problem
Payment not recognized for query test.,billing_issue
The app crashes when I try to users.,bug
Shortcut keys for users.,feature_request
Add integration with premium.,feature_request
